audit_id,question_id,task_id,arm,sample_role,original_abd_label,correction_label,sol_label,final_label,selected_review_version,source_record_id,source_file,source_sha256
E0493,115774b6-534d-444f-b7aa-d1b834eb0ee7_6_4,B:115774b6-534d-444f-b7aa-d1b834eb0ee7_6_4,B,not_in_correction,unsupported,,,unsupported,original_abd,E0493,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0494,71fbc5bf-7e2a-415d-86bc-3a948742e904_8_1,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_8_1,B,not_in_correction,unsupported,,,unsupported,original_abd,E0494,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0495,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_4_9,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_4_9,B,not_in_correction,supported,,,supported,original_abd,E0495,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0496,70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_29,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_29,B,not_in_correction,supported,,,supported,original_abd,E0496,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0497,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_13,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_13,A,not_in_correction,unsupported,,,unsupported,original_abd,E0497,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0498,819c8af7-851f-434f-ab32-318285bc54b1_11_3,A:819c8af7-851f-434f-ab32-318285bc54b1_11_3,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0498,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0499,7e512589-aa97-41e8-83d3-af2e83e4fd06_11_14,D:7e512589-aa97-41e8-83d3-af2e83e4fd06_11_14,D,not_in_correction,unsupported,,,unsupported,original_abd,E0499,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0500,71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,D:71fbc5bf-7e2a-415d-86bc-3a948742e904_3_7,D,not_in_correction,unsupported,,,unsupported,original_abd,E0500,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0501,71fbc5bf-7e2a-415d-86bc-3a948742e904_5_15,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_5_15,B,not_in_correction,supported,,,supported,original_abd,E0501,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0502,4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,A:4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0502,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0503,d3a0899e-2093-454c-9f65-30087883193a_17_28,A:d3a0899e-2093-454c-9f65-30087883193a_17_28,A,not_in_correction,unsupported,,,unsupported,original_abd,E0503,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0504,a6d45e95-8dc0-4932-83bf-ec53e265a16a_4_6,A:a6d45e95-8dc0-4932-83bf-ec53e265a16a_4_6,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0504,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0505,70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_20,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_20,B,control,unsupported,unsupported,,unsupported,correction,E0505,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0506,db3f7933-dfa0-4678-9d4f-393b628ded45_7_6,A:db3f7933-dfa0-4678-9d4f-393b628ded45_7_6,A,not_in_correction,unsupported,,,unsupported,original_abd,E0506,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0507,71fbc5bf-7e2a-415d-86bc-3a948742e904_7_24,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_7_24,B,not_in_correction,unsupported,,,unsupported,original_abd,E0507,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0508,819c8af7-851f-434f-ab32-318285bc54b1_23_5,B:819c8af7-851f-434f-ab32-318285bc54b1_23_5,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0508,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0509,41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10,B:41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10,B,not_in_correction,unsupported,,,unsupported,original_abd,E0509,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0510,4572b198-2c1c-4920-bcf0-95fcebe12261_7_32,B:4572b198-2c1c-4920-bcf0-95fcebe12261_7_32,B,not_in_correction,supported,,,supported,original_abd,E0510,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0511,d3a0899e-2093-454c-9f65-30087883193a_1_1,D:d3a0899e-2093-454c-9f65-30087883193a_1_1,D,not_in_correction,unsupported,,,unsupported,original_abd,E0511,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0512,4572b198-2c1c-4920-bcf0-95fcebe12261_4_20,B:4572b198-2c1c-4920-bcf0-95fcebe12261_4_20,B,not_in_correction,supported,,,supported,original_abd,E0512,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0513,819c8af7-851f-434f-ab32-318285bc54b1_17_20,B:819c8af7-851f-434f-ab32-318285bc54b1_17_20,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0513,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0514,db3f7933-dfa0-4678-9d4f-393b628ded45_20_1,B:db3f7933-dfa0-4678-9d4f-393b628ded45_20_1,B,control,unsupported,unsupported,,unsupported,correction,E0514,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0515,819c8af7-851f-434f-ab32-318285bc54b1_7_17,B:819c8af7-851f-434f-ab32-318285bc54b1_7_17,B,not_in_correction,supported,,,supported,original_abd,E0515,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0516,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_13,D:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_13,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0516,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0517,6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,B,not_in_correction,supported,,,supported,original_abd,E0517,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0518,41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_34,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_34,D,not_in_correction,supported,,,supported,original_abd,E0518,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0519,d3a0899e-2093-454c-9f65-30087883193a_2_1,D:d3a0899e-2093-454c-9f65-30087883193a_2_1,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0519,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0520,4572b198-2c1c-4920-bcf0-95fcebe12261_7_32,A:4572b198-2c1c-4920-bcf0-95fcebe12261_7_32,A,not_in_correction,unsupported,,,unsupported,original_abd,E0520,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0521,db3f7933-dfa0-4678-9d4f-393b628ded45_17_11,D:db3f7933-dfa0-4678-9d4f-393b628ded45_17_11,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0521,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0522,7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,A:7e512589-aa97-41e8-83d3-af2e83e4fd06_4_5,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0522,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0523,70f2a750-f403-41b8-aabb-480eb3ab4ed4_21_26,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_21_26,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0523,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0524,819c8af7-851f-434f-ab32-318285bc54b1_18_6,D:819c8af7-851f-434f-ab32-318285bc54b1_18_6,D,control,partially_supported,partially_supported,,partially_supported,correction,E0524,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0525,41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_19,A:41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_19,A,not_in_correction,unsupported,,,unsupported,original_abd,E0525,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0526,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_16,D:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_16,D,not_in_correction,unsupported,,,unsupported,original_abd,E0526,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0527,41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20,D:41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20,D,not_in_correction,contradicted,,,contradicted,original_abd,E0527,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0528,115774b6-534d-444f-b7aa-d1b834eb0ee7_3_6,A:115774b6-534d-444f-b7aa-d1b834eb0ee7_3_6,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0528,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0529,d3a0899e-2093-454c-9f65-30087883193a_1_1,A:d3a0899e-2093-454c-9f65-30087883193a_1_1,A,not_in_correction,unsupported,,,unsupported,original_abd,E0529,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0530,70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_28,B:70f2a750-f403-41b8-aabb-480eb3ab4ed4_7_28,B,not_in_correction,supported,,,supported,original_abd,E0530,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0531,7e512589-aa97-41e8-83d3-af2e83e4fd06_22_11,B:7e512589-aa97-41e8-83d3-af2e83e4fd06_22_11,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0531,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0532,7e512589-aa97-41e8-83d3-af2e83e4fd06_8_12,A:7e512589-aa97-41e8-83d3-af2e83e4fd06_8_12,A,control,unsupported,contradicted,contradicted,contradicted,sol_independent_review,S7FBC8E9CAE14,outputs/abd_eval300_disagreement_independent_review_v1/blinded_reviewer_output/blinded_reviews.jsonl,75fdab627ddf165f75133f026d0a6e605e6b838bdcb58912e752a67a0783557f
E0533,d3a0899e-2093-454c-9f65-30087883193a_22_32,D:d3a0899e-2093-454c-9f65-30087883193a_22_32,D,not_in_correction,supported,,,supported,original_abd,E0533,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0534,115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24,B:115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24,B,not_in_correction,unsupported,,,unsupported,original_abd,E0534,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0535,71fbc5bf-7e2a-415d-86bc-3a948742e904_17_10,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_17_10,B,not_in_correction,contradicted,,,contradicted,original_abd,E0535,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0536,d3a0899e-2093-454c-9f65-30087883193a_17_19,B:d3a0899e-2093-454c-9f65-30087883193a_17_19,B,not_in_correction,contradicted,,,contradicted,original_abd,E0536,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0537,7e512589-aa97-41e8-83d3-af2e83e4fd06_23_28,D:7e512589-aa97-41e8-83d3-af2e83e4fd06_23_28,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0537,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0538,d3a0899e-2093-454c-9f65-30087883193a_11_17,A:d3a0899e-2093-454c-9f65-30087883193a_11_17,A,not_in_correction,supported,,,supported,original_abd,E0538,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0539,115774b6-534d-444f-b7aa-d1b834eb0ee7_1_3,B:115774b6-534d-444f-b7aa-d1b834eb0ee7_1_3,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0539,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0540,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_25,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_8_25,A,not_in_correction,unsupported,,,unsupported,original_abd,E0540,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0541,d3a0899e-2093-454c-9f65-30087883193a_4_10,D:d3a0899e-2093-454c-9f65-30087883193a_4_10,D,not_in_correction,supported,,,supported,original_abd,E0541,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0542,d3a0899e-2093-454c-9f65-30087883193a_12_22,D:d3a0899e-2093-454c-9f65-30087883193a_12_22,D,not_in_correction,supported,,,supported,original_abd,E0542,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0543,71fbc5bf-7e2a-415d-86bc-3a948742e904_4_6,B:71fbc5bf-7e2a-415d-86bc-3a948742e904_4_6,B,not_in_correction,contradicted,,,contradicted,original_abd,E0543,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0544,a6d45e95-8dc0-4932-83bf-ec53e265a16a_4_6,B:a6d45e95-8dc0-4932-83bf-ec53e265a16a_4_6,B,not_in_correction,unsupported,,,unsupported,original_abd,E0544,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0545,115774b6-534d-444f-b7aa-d1b834eb0ee7_7_10,D:115774b6-534d-444f-b7aa-d1b834eb0ee7_7_10,D,not_in_correction,unsupported,,,unsupported,original_abd,E0545,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0546,819c8af7-851f-434f-ab32-318285bc54b1_7_17,D:819c8af7-851f-434f-ab32-318285bc54b1_7_17,D,not_in_correction,contradicted,,,contradicted,original_abd,E0546,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0547,819c8af7-851f-434f-ab32-318285bc54b1_12_7,A:819c8af7-851f-434f-ab32-318285bc54b1_12_7,A,not_in_correction,contradicted,,,contradicted,original_abd,E0547,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0548,4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,D,control,partially_supported,partially_supported,,partially_supported,correction,E0548,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0549,db3f7933-dfa0-4678-9d4f-393b628ded45_7_21,A:db3f7933-dfa0-4678-9d4f-393b628ded45_7_21,A,control,unsupported,unsupported,,unsupported,correction,E0549,outputs/abd_eval300_evidence_audit_correction_validation_v1/extracted/corrected_blinded_reviews.jsonl,3ab37d3b323018ba063688790112639cb0053de4a0d1fb0407da2f012d35c991
E0550,70f2a750-f403-41b8-aabb-480eb3ab4ed4_22_10,A:70f2a750-f403-41b8-aabb-480eb3ab4ed4_22_10,A,not_in_correction,supported,,,supported,original_abd,E0550,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0551,115774b6-534d-444f-b7aa-d1b834eb0ee7_12_27,D:115774b6-534d-444f-b7aa-d1b834eb0ee7_12_27,D,not_in_correction,contradicted,,,contradicted,original_abd,E0551,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0552,4572b198-2c1c-4920-bcf0-95fcebe12261_17_17,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_17,A,not_in_correction,supported,,,supported,original_abd,E0552,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0553,6fd90f8d-7a4d-425d-a812-3268db0b0342_7_27,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_7_27,B,not_in_correction,contradicted,,,contradicted,original_abd,E0553,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0554,4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,D:4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0554,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0555,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_21,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_7_21,A,not_in_correction,unsupported,,,unsupported,original_abd,E0555,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0556,a6d45e95-8dc0-4932-83bf-ec53e265a16a_17_12,D:a6d45e95-8dc0-4932-83bf-ec53e265a16a_17_12,D,not_in_correction,supported,,,supported,original_abd,E0556,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0557,70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_11,A:70f2a750-f403-41b8-aabb-480eb3ab4ed4_4_11,A,control,contradicted,partially_supported,contradicted,contradicted,sol_independent_review,SE876FE91FB84,outputs/abd_eval300_disagreement_independent_review_v1/blinded_reviewer_output/blinded_reviews.jsonl,75fdab627ddf165f75133f026d0a6e605e6b838bdcb58912e752a67a0783557f
E0558,d3a0899e-2093-454c-9f65-30087883193a_17_20,B:d3a0899e-2093-454c-9f65-30087883193a_17_20,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0558,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0559,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_6,A:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_6,A,not_in_correction,unsupported,,,unsupported,original_abd,E0559,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0560,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_15,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_17_15,B,not_in_correction,unsupported,,,unsupported,original_abd,E0560,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0561,70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_8,A:70f2a750-f403-41b8-aabb-480eb3ab4ed4_17_8,A,not_in_correction,unsupported,,,unsupported,original_abd,E0561,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0562,d3a0899e-2093-454c-9f65-30087883193a_17_8,D:d3a0899e-2093-454c-9f65-30087883193a_17_8,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0562,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0563,d3a0899e-2093-454c-9f65-30087883193a_22_32,A:d3a0899e-2093-454c-9f65-30087883193a_22_32,A,not_in_correction,partially_supported,,,partially_supported,original_abd,E0563,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0564,d3a0899e-2093-454c-9f65-30087883193a_22_32,B:d3a0899e-2093-454c-9f65-30087883193a_22_32,B,not_in_correction,partially_supported,,,partially_supported,original_abd,E0564,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0565,7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_11_12,B:7ddbf8a2-5b3e-44cd-b9dc-db17ec06831b_11_12,B,not_in_correction,supported,,,supported,original_abd,E0565,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0566,d3a0899e-2093-454c-9f65-30087883193a_2_1,A:d3a0899e-2093-454c-9f65-30087883193a_2_1,A,not_in_correction,unsupported,,,unsupported,original_abd,E0566,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0567,d3a0899e-2093-454c-9f65-30087883193a_17_13,D:d3a0899e-2093-454c-9f65-30087883193a_17_13,D,not_in_correction,unsupported,,,unsupported,original_abd,E0567,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0568,819c8af7-851f-434f-ab32-318285bc54b1_4_30,A:819c8af7-851f-434f-ab32-318285bc54b1_4_30,A,not_in_correction,unsupported,,,unsupported,original_abd,E0568,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
E0569,819c8af7-851f-434f-ab32-318285bc54b1_5_11,D:819c8af7-851f-434f-ab32-318285bc54b1_5_11,D,not_in_correction,partially_supported,,,partially_supported,original_abd,E0569,outputs/abd_eval300_evidence_audit_v1/scored_evidence_audit_blinded.jsonl,c44d08c95c22bc5f82fc5b97107d366b561ff0b617207e57a2899ec91a265c38
